distributed_link,persona,current_time,rec_1,rec_2,rec_3,rec_4,rec_5,rec_6,rec_7,rec_8
https://www.tiktok.com/@evilnetik/video/7328399559120424235,control,2024-04-17 21:30:59.842660,https://www.tiktok.com/@paytonhughes18/video/7327145362047749406,https://www.tiktok.com/@kristy.jo.hinojosa/video/7334219956189416746,https://www.tiktok.com/@sarasplansky/video/7347025056557600046,https://www.tiktok.com/@michael_liscio72/video/7338134506777365802,https://www.tiktok.com/@jeremy_littel/video/7352611234706951466,https://www.tiktok.com/@andiebush/video/7346033540179447083,https://www.tiktok.com/@urting.pissy.flame/video/7333810987616718123,https://www.tiktok.com/@wefxbmk/video/7334735987173526827
https://www.tiktok.com/@allman289/video/7351316418132036906,control,2024-04-17 22:00:00,https://www.tiktok.com/@say_luhm/video/7331457563420298542,https://www.tiktok.com/@watsonschocolates/video/7346201968739683627,https://www.tiktok.com/@maryyycarol/video/7350749647167622443,https://www.tiktok.com/@theaquabreeze/video/7343152895270898946,https://www.tiktok.com/@limbatrip/video/7342742984867187976,https://www.tiktok.com/@jamal.0340/video/7350653361508715822,https://www.tiktok.com/@lucynaidun/video/7351984040704068906,https://www.tiktok.com/@2raree/video/7343268872088210731
https://www.tiktok.com/@imanalidib/video/7337448931418180906,control,2024-04-17 23:00:00,https://www.tiktok.com/@totwoobracelets34/video/7353693609465548039,https://www.tiktok.com/@coolkalimba/video/7342820642573651218,https://www.tiktok.com/@therealhammytv/video/7351141368821108014,https://www.tiktok.com/@r.martino/video/7358831753156463878,https://www.tiktok.com/@imanalidib/video/7348905610114633006,https://www.tiktok.com/@imanalidib/video/7346664080914140458,https://www.tiktok.com/@imanalidib/video/7328549881516133675,https://www.tiktok.com/@imanalidib/video/7341532406932983083
https://www.tiktok.com/@shereeneidriss/video/7343021997191941418,control,2024-04-18 00:00:00,https://www.tiktok.com/@shereeneidriss/video/7338889979269106986,https://www.tiktok.com/@shereeneidriss/video/7341919738827722026,https://www.tiktok.com/@shereeneidriss/video/7338858815372135723,https://www.tiktok.com/@dermatologysurgeon/video/7343281453251218730,https://www.tiktok.com/@shereeneidriss/video/7352313772654021934,https://www.tiktok.com/@tinashe/video/7350798553041718571,https://www.tiktok.com/@shereeneidriss/video/7351624838433328426,https://www.tiktok.com/@shereeneidriss/video/7352713457587834154
https://www.tiktok.com/@yourfavoriteguy/video/7337028694449458474,control,2024-04-18 01:00:00.000002,https://www.tiktok.com/@yourfavoriteguy/video/7337814895133592875,https://www.tiktok.com/@yourfavoriteguy/video/7326301445999824171,https://www.tiktok.com/@yourfavoriteguy/video/7337826454111145259,https://www.tiktok.com/@steves.adventure/video/7346250238149004552,https://www.tiktok.com/@mrssmithscatchysongs/video/7350365725502065950,https://www.tiktok.com/@j.billiard3/video/7346180630125858050,https://www.tiktok.com/@chickenhappyhour/video/7356015606426045738,https://www.tiktok.com/@a_lee073/video/7328392235995761925
https://www.tiktok.com/@thatfoodielyss/video/7323797404011089198,control,2024-04-18 02:00:00,https://www.tiktok.com/@ployppatra/video/7358126218538994960,https://www.tiktok.com/@j.billiard3/video/7344189772526669057,https://www.tiktok.com/@j.billiard3/video/7352416715755523344,https://www.tiktok.com/@milo.504.23/video/7353335087573781766,https://www.tiktok.com/@boxingalleymike/video/7338185643043933458,https://www.tiktok.com/@islandgal_5homedecor/video/7348523617287818538,https://www.tiktok.com/@j.billiard3/video/7336816044255808769,https://www.tiktok.com/@thatfoodielyss/video/7348940004753755435
https://www.tiktok.com/@meme._.galaxy/video/7334316740840574240,control,2024-04-18 03:00:00,https://www.tiktok.com/@ring_jedi/video/7347780313994546474,https://www.tiktok.com/@haruun_apdi/video/7348869373634891013,https://www.tiktok.com/@manualidades_diy_fei/video/7339192868763864363,https://www.tiktok.com/@ring_jedi/video/7345035199710825774,https://www.tiktok.com/@off.axl/video/7328196752392162565,https://www.tiktok.com/@devid4936/video/7327597851318439186,https://www.tiktok.com/@youstylewb/video/7342566751684644097,https://www.tiktok.com/@wiwigato/video/7329216981129825566
https://www.tiktok.com/@chhloekim/video/7353865845061258513,control,2024-04-18 04:00:00,https://www.tiktok.com/@chhloekim/video/7331459504623734017,https://www.tiktok.com/@chhloekim/video/7354164606534782225,https://www.tiktok.com/@inumakimmi/video/7353662874910330155,https://www.tiktok.com/@chhloekim/video/7341089973778648321,https://www.tiktok.com/@cindywon/video/7345345328209464581,https://www.tiktok.com/@camfant/video/7353031065021238571,https://www.tiktok.com/@cherry_keem/video/7357374347872455942,https://www.tiktok.com/@monakoaa/video/7350306687552621842
https://www.tiktok.com/@davidsonboswell/video/7351474612892470571,control,2024-04-18 05:00:00,https://www.tiktok.com/@mojojojokes/video/7343639147829120298,https://www.tiktok.com/@jennnyisveryfunny/video/7354034648143465770,https://www.tiktok.com/@gothic.regina.george/video/7350697883957595434,https://www.tiktok.com/@j.billiard3/video/7353954669523111169,https://www.tiktok.com/@lolaokola/video/7354021418717187370,https://www.tiktok.com/@rynnstar/video/7345895133101034783,https://www.tiktok.com/@serena_laury_mezher/video/7331704862926720274,https://www.tiktok.com/@reesematisse/video/7343805696200166698
https://www.tiktok.com/@shhhhimeating/video/7335151140415311146,control,2024-04-18 06:00:00,https://www.tiktok.com/@daniel.labelle/video/7354034145909099819,https://www.tiktok.com/@debbiekval/video/7342144141322718510,https://www.tiktok.com/@kittyfoodie/video/7328271705779080490,https://www.tiktok.com/@banginbuns/video/7337796801665256734,https://www.tiktok.com/@loganmicke/video/7351571891162713386,https://www.tiktok.com/@byastroomar/video/7353691623844236550,https://www.tiktok.com/@recipesbyrachie/video/7325921000346995975,https://www.tiktok.com/@loganmicke/video/7352312526220053802
https://www.tiktok.com/@trackvortex/video/7350367044488957214,control,2024-04-18 07:00:00,https://www.tiktok.com/@luvvblancaa/video/7345211826595958047,https://www.tiktok.com/@mmadisonwest/video/7349029839090879774,https://www.tiktok.com/@bigmanschlatt/video/7356898570110258448,https://www.tiktok.com/@wearepursuit/video/7343357861528980741,https://www.tiktok.com/@angelina_clary/video/7341663156613352750,https://www.tiktok.com/@alexaaa_narvaez/video/7353797380292005126,https://www.tiktok.com/@princess_____samantha/video/7344935382833843498,https://www.tiktok.com/@_javon.a.b/video/7350661775936736518
https://www.tiktok.com/@kbootyjenny/video/7322216236874616071,control,2024-04-18 08:00:00,https://www.tiktok.com/@top.videosoficial/video/7341027097147641094,https://www.tiktok.com/@j.billiard3/video/7355702827227958529,https://www.tiktok.com/@arty_zubkov/video/7356726796508810538,https://www.tiktok.com/@kbootyjenny/video/7338571268360326402,https://www.tiktok.com/@neo14789/video/7331781691222117674,https://www.tiktok.com/@robfaf/video/7357203890904878379,https://www.tiktok.com/@yoleendadong/video/7352647020269604102,https://www.tiktok.com/@wndrywall/video/7358606745880546565
https://www.tiktok.com/@the_inconvenient_truth88/video/7357026311220612394,control,2024-04-18 09:00:00,https://www.tiktok.com/@itonyvara/video/7325957799723420974,https://www.tiktok.com/@j.billiard3/video/7328587589202545921,https://www.tiktok.com/@kungfu.abc/video/7348068098416692522,https://www.tiktok.com/@aydas/video/7329505486577995014,https://www.tiktok.com/@dantethehater/video/7336118766679510318,https://www.tiktok.com/@novettebet/video/7351781038361939246,https://www.tiktok.com/@wallyrashid/video/7344101253451959594,https://www.tiktok.com/@dorabore22/video/7340712734226435334
https://www.tiktok.com/@meganmota/video/7356393174585052458,control,2024-04-18 10:00:00,https://www.tiktok.com/@user2890658112/video/7351093410331217157,https://www.tiktok.com/@j.billiard3/video/7349068573530180865,https://www.tiktok.com/@interiorhomedesign1/video/7351217669632298245,https://www.tiktok.com/@asikaccessories/video/7328903533753945349,https://www.tiktok.com/@jordanflomofficial/video/7349970032656469290,,,
https://www.tiktok.com/@leah.givestipss/video/7238391829421395243?q=workout&t=1713313864755,control,2024-04-18 11:00:00,https://www.tiktok.com/@denizms3_/video/7341708689566371078?q=workout&t=1713313864755,https://www.tiktok.com/@overtimeeur/video/7331075357413575978?q=workout&t=1713313864755,https://www.tiktok.com/@good.creation/video/7331575336569720094?q=workout&t=1713313864755,https://www.tiktok.com/@snookerchamp1/video/7339206787129707818?q=workout&t=1713313864755,https://www.tiktok.com/@alyssaberryxx/video/7351128447453891845?q=workout&t=1713313864755,https://www.tiktok.com/@elreydelospisos/video/7351211446526545195?q=workout&t=1713313864755,https://www.tiktok.com/@penivo/video/7349150663831489798?q=workout&t=1713313864755,https://www.tiktok.com/@tylkibas.volleyball/video/7350372903126322438?q=workout&t=1713313864755
https://www.tiktok.com/@naraazizasmith/video/7349646353267576107,control,2024-04-18 12:00:00,https://www.tiktok.com/@naraazizasmith/video/7339640325251599658,https://www.tiktok.com/@naraazizasmith/video/7328878750915988778,https://www.tiktok.com/@naraazizasmith/video/7341491893550763307,https://www.tiktok.com/@naraazizasmith/video/7333700632559422766,https://www.tiktok.com/@naraazizasmith/video/7326290660938566955,https://www.tiktok.com/@getsquishyfriends.com/video/7342008173189975303,https://www.tiktok.com/@naraazizasmith/video/7351497005643910442,https://www.tiktok.com/@naraazizasmith/video/7330368924325776683
https://www.tiktok.com/@fanniemiller1965/video/7349715155153931551,control,2024-04-18 13:00:00,,,,,,,,
https://www.tiktok.com/@ayesebastien/video/7343001838003768618,control,2024-04-18 14:00:00,https://www.tiktok.com/@ayesebastien/video/7335256757398244650,https://www.tiktok.com/@ayesebastien/video/7347469156918480174,https://www.tiktok.com/@ayesebastien/video/7345975888074247466,https://www.tiktok.com/@ayesebastien/video/7355653299682495790,https://www.tiktok.com/@ayesebastien/video/7341162864520154414,https://www.tiktok.com/@ayesebastien/video/7350469105239248174,https://www.tiktok.com/@ayesebastien/video/7352281392086142250,https://www.tiktok.com/@marykatemoulton/video/7357031873895353642
https://www.tiktok.com/@taylerfit/video/7287664074081586438?q=workout&t=1713313864755,control,2024-04-18 15:00:00,https://www.tiktok.com/@taylerfit/video/7328547883421043974?q=workout&t=1713313864755,https://www.tiktok.com/@taylerfit/video/7331877431885794566?q=workout&t=1713313864755,https://www.tiktok.com/@taylerfit/video/7335679190827601158?q=workout&t=1713313864755,https://www.tiktok.com/@taylerfit/video/7331544498469686533?q=workout&t=1713313864755,https://www.tiktok.com/@taylerfit/video/7342644740107635973?q=workout&t=1713313864755,https://www.tiktok.com/@taylerfit/video/7340799998675799301?q=workout&t=1713313864755,https://www.tiktok.com/@taylerfit/video/7347125768746454277?q=workout&t=1713313864755,https://www.tiktok.com/@taylerfit/video/7345640982626471174?q=workout&t=1713313864755
https://www.tiktok.com/@marissa.lubeck/video/7343439600372829483,control,2024-04-18 16:00:00,https://www.tiktok.com/@travelherofficial/video/7334011507329617195,https://www.tiktok.com/@miaaaaa12130/video/7342395329884556590,https://www.tiktok.com/@f1lippa_x0xo/video/7337498701516066091,https://www.tiktok.com/@laneige_kr/video/7339724178603379975,https://www.tiktok.com/@estherdaze/video/7326510860858346753,https://www.tiktok.com/@tanyasv_/video/7337320245981367558,https://www.tiktok.com/@argo.and.co/video/7338692970377481480,https://www.tiktok.com/@argo.and.co/video/7342355346637262087
https://www.tiktok.com/@nickshirleyy/video/7345604222190390574,control,2024-04-18 17:00:00,https://www.tiktok.com/@nickshirleyy/video/7327105476699671851,https://www.tiktok.com/@nickshirleyy/video/7329988492660919594,https://www.tiktok.com/@nickshirleyy/video/7344058831028194602,https://www.tiktok.com/@nickshirleyy/video/7340010871835479339,https://www.tiktok.com/@slutforpisces/video/7353026353412820267,https://www.tiktok.com/@perfectpalette/video/7353267672542367019,https://www.tiktok.com/@hlatsiiii_/video/7341459190524759301,https://www.tiktok.com/@nickshirleyy/video/7336593906877975850
https://www.tiktok.com/@sophiesophss/video/7356733416546602282,control,2024-04-18 18:00:00,https://www.tiktok.com/@_youngchun/video/7351513064396688682,https://www.tiktok.com/@thecookiedoughco/video/7345410929988865298,https://www.tiktok.com/@moremoneynofriends/video/7338992539116047662,https://www.tiktok.com/@sophiesophss/video/7337468499444387114,https://www.tiktok.com/@bailey..henderson0/video/7353110715168853254,https://www.tiktok.com/@roostarzhotchicken/video/7330783401579957550,https://www.tiktok.com/@hannahsdailyadvice/video/7349999559193562414,https://www.tiktok.com/@lilytrii/video/7343435754686713131
