,distributed_link_id,persona_category,distributed_link_category,rec_category,KL_Divergence_persona,KL_Divergence_distr_link
0,7287664074081586438,beauty,sports,"['sports', 'sports', 'sports', 'beauty', 'sports', 'sports', 'Other', 'Other']",2.079441536109003,0.47000362383584643
1,7287664074081586438,control,sports,"['sports', 'Other', 'sports', 'sports', 'sports', 'sports', 'sports', 'sports']",3.2612799066728835,0.13353138822729657
2,7287664074081586438,society,sports,"['sports', 'sports', 'sports', 'Other', 'Other', 'sports', 'society', 'Other']",2.0794415360907705,0.6931471751095097
3,7287664074081586438,sports,sports,"['sports', 'Other', 'sports', 'sports', 'beauty', 'sports', 'sports', 'Other']",0.47000362383584643,0.47000362383584643
4,7321877936989146414,beauty,beauty,"['beauty', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other']",2.079441537088019,2.079441537088019
5,7321877936989146414,control,beauty,"['beauty', 'beauty', 'beauty', 'beauty', 'Other', 'Other', 'Other', 'Other']",1.3341723222974686,0.6931471760240899
6,7321877936989146414,society,beauty,"['beauty', 'society', 'beauty', 'Other', 'beauty', 'society', 'beauty', 'society']",0.9808292475325223,0.6931471751095097
7,7321877936989146414,sports,beauty,"['Other', 'beauty', 'beauty', 'Other', 'Other', 'Other', 'beauty', 'beauty']",11.512925459352397,0.6931471760240899
8,7321883005050719534,beauty,beauty,"['Other', 'Other', 'sports', 'Other', 'Other', 'Other', 'Other', 'sports']",11.512925459381163,11.512925459381163
9,7321883005050719534,control,beauty,"['Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'sports', 'beauty']",0.40453048192210045,2.0794415361600858
10,7321883005050719534,society,beauty,"['Other', 'Other', 'Other', 'society', 'society', 'Other', 'Other', 'Other']",1.3862943565434886,11.512925459381163
11,7321883005050719534,sports,beauty,"['beauty', 'Other', 'sports', 'Other', 'beauty', 'beauty', 'Other', 'beauty']",2.0794415360907705,0.6931471751095097
12,7322216236874616071,beauty,beauty,"['Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other']",11.512925460365059,11.512925460365059
13,7322216236874616071,control,beauty,"['sports', 'sports', 'beauty', 'Other', 'Other', 'Other', 'Other', 'beauty']",0.4601386480244237,1.3862943555713718
14,7322216236874616071,society,beauty,"['Other', 'Other', 'beauty', 'Other', 'Other', 'Other', 'Other', 'Other']",11.512925459435063,2.079441537088019
15,7322216236874616071,sports,beauty,"['Other', 'Other', 'beauty', 'Other', 'Other', 'Other', 'Other', 'Other']",11.512925459435063,2.079441537088019
16,7322303826210458922,beauty,beauty,"['Other', 'beauty', 'beauty', 'beauty', 'beauty', 'Other', 'beauty', 'Other']",0.4700036247386483,0.4700036247386483
17,7322303826210458922,control,beauty,"['beauty', 'beauty', 'beauty', 'beauty', 'beauty', 'beauty', 'beauty', 'beauty']",8.228398771052163,-3.4538776394910688e-09
18,7322303826210458922,society,beauty,"['Other', 'Other', 'society', 'Other', 'Other', 'Other', 'beauty', 'Other']",2.0794415361600858,2.0794415361600858
19,7322303826210458922,sports,beauty,"['Other', 'beauty', 'sports', 'beauty', 'beauty', 'beauty', 'beauty', 'Other']",2.079441536109003,0.47000362383584643
20,7322451384014507307,beauty,beauty,"['Other', 'sports', 'Other', 'Other', 'Other', 'Other', 'sports', 'sports']",11.51292545935885,11.51292545935885
21,7322451384014507307,control,beauty,"['beauty', 'beauty', 'Other', 'beauty', 'beauty', 'Other', 'Other', 'Other']",1.3341723222974686,0.6931471760240899
22,7322451384014507307,society,beauty,"['Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'society']",2.0794415370880186,11.512925459435063
23,7322451384014507307,sports,beauty,"['Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other']",11.512925460365059,11.512925460365059
24,7323797404011089198,beauty,beauty,"['Other', 'Other', 'Other', 'sports', 'Other', 'Other', 'Other', 'Other']",11.512925459435063,11.512925459435063
25,7323797404011089198,control,beauty,"['Other', 'sports', 'sports', 'Other', 'Other', 'sports', 'sports', 'beauty']",0.7164467131740758,2.0794415360907705
26,7323797404011089198,society,beauty,"['Other', 'society', 'society', 'Other', 'Other', 'Other', 'beauty', 'society']",0.9808292475325223,2.0794415360907705
27,7323797404011089198,sports,beauty,"['Other', 'sports', 'Other', 'Other', 'sports', 'beauty', 'Other', 'beauty']",1.3862943555713718,1.3862943555713718
28,7323968997601611054,beauty,sports,"['Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other']",11.512925460365059,11.512925460365059
29,7323968997601611054,control,sports,"['Other', 'Other', 'beauty', 'Other', 'Other', 'Other', 'Other', 'Other']",1.247680932363422,11.512925459435063
30,7323968997601611054,society,sports,"['Other', 'society', 'Other', 'society', 'society', 'Other', 'society', 'society']",0.4700036247386484,11.51292545935885
31,7323968997601611054,sports,sports,"['Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other']",11.512925460365059,11.512925460365059
32,7324528286183345454,beauty,beauty,"['Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other', 'Other']",11.512925460365059,11.512925460365059
33,7324528286183345454,control,beauty,"['Other', 'Other', 'Other', 'Other', 'beauty', 'Other', 'beauty', 'Other']",1.2092494381391508,1.3862943565434884
34,7324528286183345454,society,beauty,"['Other', 'Other', 'sports', 'Other', 'Other', 'Other', 'Other', 'Other']",11.512925459435063,11.512925459435063
