,video_id,suggested_words,embeddings,cluster,tsne_1,tsne_2
30,7.356167772407205e+18,"when you're ready to leave the class, roblox animation, animation, Pork Chop Animation, Life Is Like Roblox, scary roblox games, ascent roblox, chop chop, life is roblox, roblox games to play","tf.Tensor(
[[ 0.03401477 -0.05598423 -0.00560103  0.03250957 -0.04659866 -0.03194075
  -0.0440433   0.02687669  0.04008767 -0.02119214  0.06015949 -0.04946543
  -0.04437532  0.01400189  0.05861278  0.042681   -0.05978683  0.02110911
  -0.05485757 -0.05503128 -0.03426422  0.05065445 -0.01480335  0.05962095
   0.06013976  0.03004973 -0.04540703  0.03538191 -0.05607882  0.01075508
   0.00445547  0.00823838  0.06001995 -0.05469942 -0.05378445 -0.04066122
  -0.0525845  -0.04113293  0.05947395 -0.00454154 -0.0147789  -0.05190273
   0.03969943 -0.03607119  0.05917855  0.05618682  0.02996741 -0.05915498
  -0.04006884 -0.02340948  0.06018511 -0.05678373 -0.03541664  0.02849559
  -0.04553964  0.05985848 -0.0097471   0.06010371  0.03296079  0.0560449
   0.04773938 -0.05745919  0.04267078 -0.00832366 -0.02453086  0.00089852
  -0.02335238  0.04833061 -0.01657257  0.02072022 -0.05974118 -0.04549838
   0.03812225 -0.05800731 -0.01549917 -0.0473337  -0.00872964  0.05982255
   0.03864914 -0.01614842  0.05466692  0.02727238 -0.02711795 -0.05766302
  -0.05703798 -0.04392603  0.02917975  0.00996232 -0.05390836  0.04394406
  -0.0287263   0.04393819  0.03579874 -0.00960259  0.05994665 -0.06016323
  -0.05090295 -0.04273219  0.06017421 -0.0175448  -0.05993159 -0.04586325
  -0.01225202 -0.01766793 -0.02900662  0.03351595 -0.03863426 -0.05922285
  -0.05770345 -0.00560218  0.02078421 -0.05387162  0.04479152 -0.05643827
   0.05305118  0.03895331  0.05823372 -0.02055793 -0.05938864 -0.05818851
  -0.03077294 -0.0593828   0.05985624  0.05989926  0.03343759  0.0481253
  -0.00704167 -0.06018256  0.01743843 -0.05885148 -0.01731412 -0.03042005
  -0.00997234 -0.04016805  0.05891085 -0.02557287  0.03196687 -0.06010677
   0.04413875  0.05458634  0.05838116  0.0566837   0.05991795 -0.06018511
   0.05267563 -0.04098054  0.03414278  0.01772603  0.04507327 -0.05256391
   0.03432265 -0.0552978  -0.05565183 -0.04827025  0.01496661  0.04915576
   0.03715782  0.05555922 -0.05867087  0.05231346  0.05249279  0.05874604
   0.05931649 -0.01652109  0.05766714 -0.00828659 -0.00603864 -0.04587251
   0.01820152 -0.06011087 -0.03458688  0.01038252  0.04931565 -0.04923485
   0.01139712 -0.06015566  0.05886847  0.05430129  0.05551351  0.05670583
  -0.05423563  0.05637481  0.05965962 -0.04615477 -0.00778058 -0.04838337
  -0.02096509 -0.00955238  0.05695518 -0.03066366 -0.04946243  0.05494488
   0.0554249   0.02257414  0.05801456 -0.0225436  -0.04941681  0.05969048
  -0.06007729  0.02578242  0.05607274  0.0068257  -0.04933219 -0.04812116
   0.05795025  0.0429442  -0.04979199  0.05982581 -0.05113301 -0.01768671
   0.00384207 -0.03064281  0.05935156 -0.04827254 -0.01273134 -0.05895725
  -0.0595711   0.03635225  0.00277955  0.04947644 -0.06018511 -0.03828116
  -0.05769257 -0.05664139 -0.05892578 -0.03578915 -0.05441643  0.03505221
   0.05949185  0.05917745 -0.03030134  0.02845123  0.0571398  -0.06017577
   0.05537423 -0.05423816 -0.01629965 -0.05536593 -0.03884848  0.0421059
  -0.03364332 -0.00676225  0.00171995  0.02450481  0.05186584  0.00216175
   0.02403949  0.06015593 -0.00612993  0.05586322 -0.06018511 -0.03512848
   0.05849259  0.02393007 -0.05810858  0.03296022 -0.04681294  0.03771996
   0.06017671 -0.05948268  0.04405321  0.01825939 -0.05314432  0.03412093
  -0.05105137 -0.00609269 -0.05867732 -0.05834608  0.05816677  0.05604591
  -0.03183904 -0.05968859 -0.03097679 -0.01853467 -0.02677745 -0.00721599
  -0.05501651 -0.06014077  0.06018511  0.02433124  0.04214172 -0.01150432
  -0.01981291  0.04652168 -0.05938953 -0.06018511  0.03683269 -0.05731146
  -0.04214364 -0.03002892 -0.06015985 -0.0170136   0.060176   -0.02635078
   0.02201396  0.01258054 -0.05101503  0.0514756   0.05931124 -0.06018511
   0.03037032 -0.02405022 -0.00040547  0.01982564 -0.04922175  0.05385991
  -0.05621653 -0.05994045  0.03727236 -0.02554327  0.03780093 -0.05799559
   0.02767353 -0.05241309  0.00261984  0.05915266 -0.01209685 -0.04902876
  -0.03393146  0.05747665  0.0461588   0.04911672 -0.05760001 -0.05628484
  -0.04998115  0.02993784  0.0573573   0.06014349 -0.04149876 -0.05355757
   0.03913138 -0.0601435  -0.05977177  0.05558611  0.05278746  0.00926466
   0.01922355 -0.04713031  0.05808365  0.05839982 -0.05595331 -0.0596066
  -0.0342989   0.00425582  0.03519156  0.06009742 -0.00203398  0.00996258
  -0.00011488  0.06011877 -0.04600462 -0.0326671   0.05826582 -0.02661644
   0.03879654 -0.03626305 -0.06013688 -0.06009064 -0.0312885  -0.03299034
   0.03976736 -0.05801723  0.06015348  0.0546031   0.00512213 -0.04712287
   0.00120565  0.03009172 -0.02437074  0.04853189  0.01137288  0.05878455
   0.04188514 -0.01606792  0.05478927 -0.05465446  0.05680607 -0.01247098
  -0.04895741 -0.059087    0.04592153  0.0517398  -0.02625494  0.05380866
  -0.01429023 -0.03897489 -0.0517128  -0.00142896  0.04434076  0.05486639
  -0.00132828 -0.01880306  0.04025622 -0.05890515  0.009953   -0.05995397
  -0.06013184  0.02139419  0.05251228  0.04740069 -0.00860302  0.06017755
   0.02509279 -0.04677414 -0.05787412 -0.06013906 -0.01162194  0.05760069
   0.02388817  0.00591113  0.05394456  0.04623202 -0.01886606  0.02152257
  -0.06003249  0.05934457 -0.04170825 -0.04093555 -0.01469743 -0.0309421
  -0.01164059  0.01642954 -0.05775575  0.01866841 -0.04094623  0.06014316
  -0.04987216 -0.03522532  0.05618165 -0.05710036 -0.05965992  0.0577204
   0.04101227  0.05970135  0.02915135  0.01611338 -0.00960566  0.00292068
  -0.05992585  0.02663185 -0.06017482 -0.02017364 -0.04965839  0.039858
   0.005882    0.02413617 -0.06018505 -0.04054126 -0.04642428  0.04797137
   0.05892868  0.04971894 -0.03330871  0.05380945 -0.00378001  0.00029777
   0.02558315 -0.00781934 -0.05932067  0.04887724 -0.06017017 -0.0016276
  -0.04145612 -0.02039981 -0.02871383  0.03816006  0.05401556  0.00819386
  -0.01286092  0.03590177 -0.00378152 -0.03695706  0.05175658 -0.02302001
   0.05068419  0.0207142   0.05896547 -0.04146481 -0.04491099 -0.05848182
  -0.04314925  0.05427962  0.03580909 -0.02193089 -0.01173971  0.02891409
  -0.04187546 -0.06012322 -0.05707494  0.05879396  0.04206177 -0.05993054
   0.06018262  0.05900192  0.03262379 -0.04798517  0.03934479  0.05558472
   0.04001944 -0.00879646  0.01328447  0.04473255  0.05505612  0.03807477
   0.05049582  0.05926276 -0.05044129  0.05366032  0.02751396 -0.04473975
  -0.01946574 -0.05986039]], shape=(1, 512), dtype=float32)",1.0,6.075993,-37.81277
125,7.332726002407296e+18,"Animation, Animation Drawing, Animation Movie, Animation Procreate, Life Is Like Roblox, scary roblox games, life is roblox, ascent roblox, Sleep Paralysis, axolotl animation minecraft","tf.Tensor(
[[ 0.04675799 -0.0406678   0.04808978  0.0351066  -0.05336933 -0.04676285
  -0.04190752  0.05579058  0.03719058  0.00393256  0.05770023  0.04284925
   0.04578751  0.00462348  0.05672779  0.03527626 -0.05692023 -0.02580146
  -0.05662324 -0.01902587  0.02361655  0.04574174  0.03325059  0.05766825
   0.05768624  0.02486265 -0.02052643  0.04670712 -0.05682315 -0.02929959
  -0.03118775 -0.02060722  0.05758052 -0.05725886 -0.05532468 -0.0546531
  -0.04577255 -0.02286458  0.0566288   0.0564344   0.03255289 -0.0243892
   0.00133674 -0.0504046   0.05645633  0.05213507  0.04039756 -0.05598763
  -0.05286955 -0.00378215  0.05770027 -0.02264342 -0.05126701  0.04450361
  -0.03312836  0.05757254  0.04186582  0.05649417  0.00948477  0.05750025
   0.0523196  -0.05661729  0.01609874  0.05289959  0.00665505 -0.04166389
  -0.01358859  0.05194739 -0.0033329   0.05048291 -0.05765422  0.0147115
  -0.04521957 -0.05757831  0.00763941 -0.05128601  0.0252347   0.05646726
   0.05297057 -0.03418976  0.03431269  0.01719852 -0.0540837  -0.01901653
  -0.05197078 -0.01804388  0.01835554  0.0494606  -0.05759156  0.04025993
  -0.03705557  0.05580318  0.040666   -0.00075242  0.05574007 -0.05768811
  -0.03996018  0.01040522  0.05770016 -0.03188356 -0.05015596 -0.03157534
  -0.01498123  0.05070427 -0.04353404  0.05348407 -0.05551533 -0.05429292
  -0.01949189 -0.04861119  0.04221019 -0.01099231  0.02298298 -0.05371904
   0.055736    0.04200825  0.05559234 -0.05004283 -0.05441159 -0.05723895
  -0.00436477 -0.05744192  0.05563889  0.05763593  0.01814749 -0.03333287
  -0.00717946 -0.05770027  0.05241276 -0.05639163 -0.05726218 -0.05362463
  -0.01490657 -0.0306157   0.05650298 -0.03979535  0.0427246  -0.05768939
   0.03178149  0.05750129  0.05728925  0.05624513  0.05723485 -0.05770026
   0.0570363   0.03514769  0.01900855 -0.03909141  0.03921843  0.00491226
   0.03568907 -0.05476471 -0.05676211 -0.01538274  0.03948845  0.04298167
   0.01378486  0.01793117 -0.0568599   0.00533431  0.05429962  0.0325843
   0.05762932 -0.04463089  0.0558844   0.03386853 -0.04560309 -0.05617278
  -0.02321303 -0.05757487 -0.00101316  0.0461561  -0.00450666 -0.05243358
  -0.04503834 -0.05711154  0.05759506  0.05059186  0.0559022   0.05385153
  -0.04208922  0.05733937  0.05095996 -0.05251912 -0.05159343 -0.04299885
   0.00064111  0.01132472  0.05127972 -0.03906809 -0.0504305   0.05386006
   0.04017155 -0.00426386  0.05317552 -0.02101088 -0.04865307  0.05762842
  -0.05764216  0.05300414  0.05605086  0.0381912  -0.03213229 -0.02436987
   0.05666609  0.03968085  0.03059967  0.05769174 -0.0506532  -0.04620802
   0.00108175  0.00836442  0.04736821 -0.05191722 -0.03780395 -0.04879202
  -0.05743617  0.0225582   0.05596856  0.04989098 -0.05770025 -0.00344018
  -0.05598681 -0.04903689 -0.05769333 -0.04119683 -0.04924295  0.01819351
   0.05659035  0.05766295 -0.01392616 -0.02761072  0.05758257 -0.05769255
   0.05596582 -0.03914116  0.01697591 -0.04344434 -0.01843372  0.05012697
  -0.02413944 -0.02124928 -0.00460673  0.02327991  0.03790815  0.00547996
  -0.04969698  0.05720329 -0.00079532  0.00908317 -0.05770027 -0.02304366
   0.03349206 -0.01686264 -0.05502956  0.0544825   0.03799807  0.05357969
   0.0576653  -0.05359794  0.04546416  0.03369454 -0.04902409  0.03872731
  -0.05722577 -0.00743239 -0.04605814 -0.05697468  0.05711716  0.03645402
  -0.04957718 -0.05679105 -0.04931839 -0.03683861 -0.0570657  -0.05381843
  -0.05139862 -0.05769644  0.05770027  0.01425896  0.02983263 -0.04591077
   0.01598995  0.05202261 -0.05083253 -0.05770027  0.05306606 -0.0379351
  -0.05688778 -0.04474436 -0.05769541 -0.03151771  0.05769958 -0.04994025
  -0.00410621 -0.00946378 -0.05764969  0.04984801  0.04536908 -0.05770013
  -0.03069142  0.04383108  0.00014808  0.042203    0.02380054  0.04001328
  -0.04441629 -0.05645812  0.05648625 -0.0501223  -0.05453053 -0.04756822
   0.04772259 -0.05625407  0.04390045  0.05079493  0.04259625 -0.04220912
  -0.04553573  0.05765636 -0.02507824  0.02442592 -0.05712251 -0.05381103
  -0.04486059  0.03707953  0.05173495  0.05769676 -0.02683136 -0.04671334
   0.05512791 -0.05262763 -0.05753627  0.04262393  0.01380009  0.02799816
  -0.03509237 -0.01546071  0.05695069  0.04894557 -0.04152965 -0.05768012
  -0.05498208  0.02816528  0.00585555  0.05753201  0.04424594 -0.00834913
  -0.00751299  0.05753772 -0.01648964 -0.03472498  0.05735441 -0.03160828
   0.05452654 -0.01946547 -0.05766396 -0.05765984 -0.04261094 -0.04228166
   0.04597183 -0.05707999  0.05766605  0.05682638 -0.02796038 -0.05215386
   0.01302892 -0.00823532 -0.03700466  0.05709773 -0.0004052   0.05419097
  -0.02981925  0.00083673  0.02440087 -0.05434924  0.05636781  0.02217202
  -0.03725677 -0.03650634  0.05605527  0.04792701  0.03531323  0.03873707
  -0.04389516 -0.04699095  0.00556964  0.05342257  0.01807666  0.05270949
   0.03419349  0.05666022  0.05753526 -0.05123076 -0.02528746 -0.05513652
  -0.05769579  0.05155152  0.05683681  0.03064241 -0.02619722  0.05764988
  -0.01552967 -0.00781143  0.04923412 -0.05512799  0.046095    0.05748712
   0.04666524 -0.01388248  0.04066311  0.05660378 -0.04966529 -0.01476184
  -0.05565208  0.05763955 -0.04600345 -0.04476594 -0.04982315  0.0438065
  -0.00394939  0.04506556 -0.05727467  0.05443193 -0.03429985  0.05758534
  -0.04730709 -0.04951129  0.03807924  0.04247708 -0.03066622  0.00801324
  -0.02925626  0.05434487 -0.00993396  0.04584041 -0.02900964  0.00610128
  -0.05751485  0.03568161 -0.05769994 -0.02318069 -0.05596823  0.04460286
  -0.055457    0.02981273 -0.05770024 -0.04594553 -0.01026628  0.05721425
  -0.00183564  0.05710762  0.01271795  0.05743686  0.05133945 -0.02050061
  -0.04035818  0.05084402 -0.05644301  0.04129409 -0.05767318  0.05176293
  -0.05460525 -0.03185954 -0.02373238  0.05333754  0.05500333  0.05704343
  -0.02621031  0.00425585 -0.00773395 -0.01578195  0.04248241 -0.01123443
   0.02513584  0.04306252  0.05660815 -0.0573291  -0.05073964 -0.05650797
  -0.04225539  0.05622346  0.02650631 -0.05195558 -0.04620523  0.02953291
   0.01906043 -0.05579022 -0.05067093 -0.01290447  0.03338876 -0.05769641
   0.05769662  0.05453341  0.05056602 -0.02588562 -0.0310834   0.05716917
   0.01829928 -0.04606326 -0.04506075  0.0566001   0.03834796  0.03218326
   0.05052286  0.04137553 -0.02102927  0.05334092  0.03631605 -0.04699181
   0.05748504 -0.05769245]], shape=(1, 512), dtype=float32)",1.0,7.3176146,20.229218
145,7.332830116952821e+18,"fortnite, loot vacuum fortnite, fortnite with gf, loot vacuum, loot thieves fortnite, vacuum cleaner fortnite, Fortnite New Season, loot princess fortnite, lightsaber fortnite, Fortnite Video","tf.Tensor(
[[-0.0536418  -0.05477239  0.05022569  0.0103046   0.05718262 -0.00968062
   0.05205453 -0.02031128  0.04398179 -0.05729176  0.05749179  0.05737642
   0.05564726 -0.05609397  0.0013402   0.05746616  0.04958195  0.05386039
   0.02825478  0.05747395  0.04633879 -0.00912798  0.05349877  0.02379159
   0.05421206  0.05511617 -0.05568344  0.05245153 -0.01701731  0.05042778
   0.04469927  0.05436977 -0.0547264  -0.05725601  0.05245484  0.0141217
   0.05528791  0.0225396  -0.04403514 -0.04661372 -0.03403391  0.0492067
  -0.0517675  -0.05520516 -0.03971566 -0.01437149  0.02390561 -0.02748802
  -0.01631292  0.05749074  0.05749177 -0.05309461 -0.05729182 -0.00759792
  -0.0574915   0.05747981  0.05541651  0.04824342 -0.01712859  0.05737975
  -0.04157534  0.05744687  0.0569943   0.00267882  0.05705305  0.05372089
   0.0364482  -0.02070974 -0.02439459  0.01426151 -0.02800405  0.05187654
  -0.00214027 -0.0537098   0.04796369  0.04476389  0.02086307 -0.05531976
   0.00733754 -0.02974343  0.04664355  0.05538067 -0.04450788 -0.05746133
  -0.01245711  0.01545616 -0.05479442  0.05737346 -0.05736236  0.03324385
  -0.05637759  0.05734752  0.0570228   0.0536768   0.05719218 -0.05748953
  -0.05440719  0.04834612  0.02271905  0.0574098  -0.0535962  -0.00170975
   0.02903822 -0.0574421  -0.02517691  0.04917356 -0.05744064  0.05675032
   0.05444571 -0.04746269 -0.00167929  0.00736844  0.05593981  0.01262399
  -0.05729796 -0.02421437  0.05748836 -0.00542744 -0.03238679 -0.05251956
   0.01733283 -0.03614786  0.05687998  0.04720922  0.03286298  0.02010481
  -0.05728818 -0.05748508  0.00911753 -0.01950681 -0.04326723 -0.05415771
   0.01001204 -0.0574619   0.05739217 -0.04669462  0.01661644  0.05730321
  -0.03263279 -0.05603878  0.05746284  0.05510538  0.05713458 -0.05749043
  -0.03339625 -0.05036835  0.05581603 -0.01227106 -0.05201157 -0.02129096
   0.03976731 -0.05164681 -0.05748848  0.03935748 -0.05249927  0.05604852
  -0.04818676 -0.03521588  0.01405219  0.05739604 -0.05342734 -0.03769393
   0.02503761  0.01793275  0.04552292 -0.05434903 -0.0421009  -0.04957547
  -0.05329657 -0.0563913   0.05646311  0.0410351   0.03690872 -0.01261136
   0.04897247 -0.0565203   0.05682335 -0.05716572  0.03551559  0.04746538
   0.00229487 -0.05593421 -0.02715277  0.01753683  0.05115776  0.05145011
  -0.03419968 -0.01253042  0.05719847 -0.05298394 -0.0571205   0.05661786
  -0.04729685  0.01628635 -0.0342523  -0.0117303   0.05455773  0.04785195
  -0.05087247  0.04072587  0.05504809 -0.05067507  0.02261371 -0.02183204
   0.04608922 -0.01175544  0.00638928  0.03778595 -0.04475451  0.04442949
  -0.0041528  -0.05381406 -0.02027385 -0.04623594 -0.05082472  0.01161412
  -0.03068709 -0.02092086 -0.00330409  0.00849085 -0.05748951  0.05123512
  -0.05516323 -0.05588127 -0.05747306 -0.04915599 -0.05529413  0.00197087
   0.01270616 -0.02776015  0.05734985 -0.029228    0.03839735 -0.05748887
   0.00157583 -0.05744621  0.05214844  0.03552895  0.01851667  0.05004226
   0.00276251 -0.04514576 -0.05650328 -0.05395281  0.01821117  0.0539111
   0.05580831 -0.05060384 -0.04569351  0.0571643  -0.05749179  0.05742933
   0.05740965 -0.05078438  0.00229841  0.00916944 -0.01380098  0.05601076
   0.05749179  0.05610685 -0.04909759  0.0514501  -0.0506526   0.05742605
  -0.04067818 -0.05040256  0.00133171  0.041894    0.05511181 -0.05639283
  -0.0548324   0.05662591  0.04907363 -0.00702412 -0.02828109 -0.04073929
   0.03531665  0.05605618  0.05749176 -0.00588525 -0.04059044  0.0481486
   0.05739707  0.01422786  0.02248258 -0.05749179  0.05726749  0.05513633
   0.04954095  0.05728799  0.03513292  0.03916575  0.05749062  0.02282229
   0.0136963   0.02301388  0.00446387 -0.04682225 -0.02357979 -0.05749179
  -0.02603287  0.05745694  0.02146265  0.05681282 -0.03989037  0.04635637
   0.02870807  0.04787394  0.02097583  0.01910675  0.04172905 -0.02852659
   0.05402358  0.01859064  0.04448159  0.0198935  -0.01753747 -0.03224368
  -0.05192335  0.05209767  0.02092545  0.03373336  0.05703048  0.01576454
   0.00716448 -0.04747982  0.05690534  0.05716818  0.03721667 -0.05716772
  -0.05281939 -0.05622745 -0.04267245  0.04326198 -0.01828237 -0.05685268
   0.012387   -0.01177104 -0.05219299  0.03238667 -0.01897174  0.0574628
   0.00303855 -0.03400039  0.0244202   0.05550854 -0.0560365   0.05180553
  -0.04657484 -0.04528502 -0.02386538  0.01150814  0.05675272 -0.04297663
  -0.05742242  0.05745681 -0.05748655 -0.04433768  0.05713767  0.03826056
   0.0211261  -0.05335175  0.05749153  0.0543336   0.03299289 -0.05090957
  -0.05281534 -0.0476492  -0.04659004  0.00797456  0.04830708 -0.01504465
   0.05459193  0.04111815  0.0469281  -0.02577683  0.04122102 -0.01245787
   0.05610526 -0.05746963  0.04161465  0.04169058  0.02294704 -0.0107602
   0.05480559 -0.02101599  0.05658194 -0.04484031  0.05039603 -0.05053627
   0.02657639  0.05687743  0.04010887 -0.0169377  -0.0553976   0.04323421
  -0.05471198  0.04832926  0.03200043  0.00630673 -0.05338365  0.05728325
   0.05136772  0.05166937 -0.03221872  0.05560812 -0.05330351  0.05732498
  -0.03398411 -0.04134522  0.04154767  0.05694143 -0.01379037 -0.05233406
  -0.05697908 -0.05110191  0.03562818 -0.00767496 -0.05151663  0.05691537
   0.05614195  0.0561175  -0.05743481  0.05154464  0.05661681  0.05618612
   0.04712744 -0.05721935 -0.04626049  0.03577324 -0.04159592 -0.05748719
   0.01717542  0.04103476  0.02181434  0.04295057  0.0430834   0.05278768
  -0.0569772   0.05186105 -0.05749165 -0.02716068 -0.04385671 -0.04277486
   0.05215194  0.05748553 -0.05749177 -0.00486173 -0.05740379  0.03323973
   0.04754702  0.05405633 -0.01220162  0.05417355  0.05616231  0.00083016
  -0.04454352  0.02394014 -0.03395141  0.05736196  0.05743756  0.05339365
   0.0119963   0.02682946 -0.05092298  0.03944637  0.03989838  0.05423822
   0.05411068  0.02367628  0.01704709 -0.05648775  0.02917957  0.04576246
  -0.01475493  0.05734176 -0.01809778  0.05731756 -0.03441825 -0.05672994
  -0.04436402  0.04573192 -0.02576353 -0.02675189 -0.03821885 -0.04769751
  -0.05500198 -0.04658555 -0.04329796  0.05615207  0.05351067 -0.05744207
  -0.01619806  0.01446982 -0.00321133  0.05304088  0.02752885 -0.05104833
   0.00374301 -0.05341804  0.0440704  -0.05748704  0.05159701  0.02132105
   0.00816662  0.04441601  0.01755105 -0.05263371 -0.00323173 -0.02951791
   0.05281189 -0.00745781]], shape=(1, 512), dtype=float32)",1.0,-28.406662,26.295092
